,Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,year,month,month_name,day,day_of_week,rt_normalized,profit,profit_ratio,overseas_gross
122,The Blood of Heroes,882290.0,882290.0,,7700000.0,1990-02-23,,,New Line,Original Screenplay,Action,,,,6.2,2523.0,1990,2,February,23,Friday,,-6817710.0,-0.8854168831168832,0.0
123,The Blood of My Brother: A Story of Death in Iraq,0.0,0.0,,120000.0,2006-06-30,,,Lifesize Entertainment,Based on Real Life Events,Documentary,Factual,,71.0,7.6,90.0,2006,6,June,30,Friday,7.1,-120000.0,-1.0,0.0
124,Boomerang,70052444.0,131052444.0,,42000000.0,1992-07-01,,,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,37.0,5.9,202.0,1992,7,July,1,Wednesday,3.7,89052444.0,2.1202962857142857,61000000.0
125,The Bridge on the River Kwai,33300000.0,33300000.0,,3000000.0,1957-12-18,,,Sony/Columbia,Based on Book/Short Story,Drama,,David Lean,95.0,8.4,58641.0,1957,12,December,18,Wednesday,9.5,30300000.0,10.1,0.0
126,Born on the Fourth of July,70001698.0,70001698.0,,14000000.0,1989-12-20,,,Universal,Based on Book/Short Story,Drama,Dramatization,Oliver Stone,89.0,7.2,32108.0,1989,12,December,20,Wednesday,8.9,56001698.0,4.000121285714286,0.0
127,Basquiat,2962051.0,2962051.0,,3000000.0,1996-08-09,R,,Miramax,Based on Real Life Events,Drama,Dramatization,Julian Schnabel,69.0,6.7,7935.0,1996,8,August,9,Friday,6.9,-37949.0,-0.012649666666666667,0.0
128,Black Rain,45892212.0,45892212.0,,30000000.0,1989-09-22,,,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Ridley Scott,57.0,4.1,137.0,1989,9,September,22,Friday,5.7,15892212.0,0.5297404,0.0
129,Bottle Rocket,407488.0,407488.0,,5000000.0,1996-02-21,R,,Sony Pictures,Based on Short Film,Adventure,,Wes Anderson,79.0,7.2,21980.0,1996,2,February,21,Wednesday,7.9,-4592512.0,-0.9185024,0.0
130,Braindead,242623.0,242623.0,,3000000.0,1993-02-12,,,Trimark,Original Screenplay,Horror,,Peter Jackson,,7.6,32827.0,1993,2,February,12,Friday,,-2757377.0,-0.9191256666666666,0.0
131,The Bridges of Madison County,71516617.0,175516617.0,,22000000.0,1995-06-02,PG-13,,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Clint Eastwood,90.0,7.2,21923.0,1995,6,June,2,Friday,9.0,153516617.0,6.978028045454545,104000000.0
132,The Brothers McMullen,10426506.0,10426506.0,,25000.0,1995-08-09,R,,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Edward Burns,91.0,6.4,4365.0,1995,8,August,9,Wednesday,9.1,10401506.0,416.06024,0.0
133,Dracula,82522790.0,215862692.0,,40000000.0,1992-11-13,R,,Sony Pictures,Based on Book/Short Story,Horror,Fantasy,Francis Ford Coppola,,6.4,136.0,1992,11,November,13,Friday,,175862692.0,4.3965673,133339902.0
134,Broken Arrow,70645997.0,148345997.0,,65000000.0,1996-02-09,R,108.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,John Woo,55.0,5.8,33584.0,1996,2,February,9,Friday,5.5,83345997.0,1.2822461076923077,77700000.0
135,Brainstorm,8921050.0,8921050.0,,15000000.0,1983-09-30,,,MGM,Based on Book/Short Story,Thriller/Suspense,Science Fiction,,64.0,6.3,4410.0,1983,9,September,30,Friday,6.4,-6078950.0,-0.4052633333333333,0.0
136,Braveheart,75545647.0,209000000.0,,72000000.0,1995-05-24,R,,Paramount Pictures,Based on Real Life Events,Drama,Dramatization,Mel Gibson,77.0,8.4,240642.0,1995,5,May,24,Wednesday,7.7,137000000.0,1.9027777777777777,133454353.0
137,Les BronzÈs 3: amis pour la vie,0.0,83833602.0,,42000000.0,2006-02-01,,,,,Comedy,Contemporary Fiction,,,4.4,1254.0,2006,2,February,1,Wednesday,,41833602.0,0.9960381428571429,83833602.0
138,Brazil,9929135.0,9929135.0,,15000000.0,1985-12-18,R,136.0,Universal,Original Screenplay,Black Comedy,Fantasy,Terry Gilliam,98.0,8.0,76635.0,1985,12,December,18,Wednesday,9.8,-5070865.0,-0.33805766666666665,0.0
139,Blazing Saddles,119500000.0,119500000.0,,2600000.0,1974-01-01,,,Warner Bros.,Original Screenplay,Comedy,,Mel Brooks,89.0,7.8,45771.0,1974,1,January,1,Tuesday,8.9,116900000.0,44.96153846153846,0.0
140,The Basket,609042.0,609042.0,,1300000.0,2000-05-05,PG,,MGM,Original Screenplay,Drama,,,,6.3,343.0,2000,5,May,5,Friday,,-690958.0,-0.5315061538461539,0.0
141,Bathing Beauty,3500000.0,3500000.0,,2361000.0,1943-12-31,,,MGM,Original Screenplay,Musical,,,,6.2,487.0,1943,12,December,31,Friday,,1139000.0,0.48242270224481154,0.0
142,Bill & Ted's Excellent Adventure,39916091.0,39916091.0,,10000000.0,1989-02-17,,,Orion Pictures,Original Screenplay,Comedy,Science Fiction,Stephen Herek,81.0,6.7,30341.0,1989,2,February,17,Friday,8.1,29916091.0,2.9916091,0.0
143,A Bridge Too Far,50800000.0,50800000.0,,26000000.0,1977-06-15,,,MGM,Based on Book/Short Story,Action,,Sir Richard Attenborough,67.0,7.3,16882.0,1977,6,June,15,Wednesday,6.7,24800000.0,0.9538461538461539,0.0
144,Beetle Juice,73326666.0,73326666.0,,15000000.0,1988-03-30,,,Warner Bros.,Original Screenplay,Comedy,Fantasy,Tim Burton,,7.3,61197.0,1988,3,March,30,Wednesday,,58326666.0,3.8884444,0.0
145,Batman Returns,162831698.0,266822354.0,,80000000.0,1992-06-18,PG-13,,Warner Bros.,Original Screenplay,Action,Super Hero,Tim Burton,78.0,6.9,78673.0,1992,6,June,18,Thursday,7.8,186822354.0,2.335279425,103990656.0
146,Batman Forever,184031112.0,336529144.0,,100000000.0,1995-06-16,PG-13,,Warner Bros.,Original Screenplay,Action,Super Hero,Joel Schumacher,43.0,5.4,76218.0,1995,6,June,16,Friday,4.3,236529144.0,2.36529144,152498032.0
147,Batman - The Movie,0.0,0.0,,1377800.0,2001-08-21,,,,,,,,,,,2001,8,August,21,Tuesday,,-1377800.0,-1.0,0.0
148,Batman,251188924.0,411348924.0,,35000000.0,1989-06-23,PG-13,,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,Tim Burton,71.0,7.6,111464.0,1989,6,June,23,Friday,7.1,376348924.0,10.7528264,160160000.0
149,Buffy the Vampire Slayer,14231669.0,14231669.0,,7000000.0,1992-07-31,,,20th Century Fox,Original Screenplay,Horror,Fantasy,,32.0,5.3,16056.0,1992,7,July,31,Friday,3.2,7231669.0,1.0330955714285714,0.0
150,Bienvenue chez les Ch'tis,1470856.0,243470856.0,,16000000.0,2008-07-25,Not Rated,109.0,Link Productions Ltd.,Original Screenplay,Comedy,Contemporary Fiction,,,7.0,7129.0,2008,7,July,25,Friday,,227470856.0,14.2169285,242000000.0
151,Beyond the Valley of the Dolls,9000000.0,9000000.0,,1000000.0,1970-01-01,,,20th Century Fox,Original Screenplay,Comedy,,,68.0,5.7,4626.0,1970,1,January,1,Thursday,6.8,8000000.0,8.0,0.0
152,Broken Vessels,15030.0,85343.0,,600000.0,1999-07-02,R,,,Original Screenplay,Drama,,,,6.4,399.0,1999,7,July,2,Friday,,-514657.0,-0.8577616666666666,70313.0
153,The Boys from Brazil,19000000.0,19000000.0,,12000000.0,1977-12-31,,,20th Century Fox,Based on Book/Short Story,Thriller/Suspense,,Franklin J. Schaffner,65.0,7.0,8741.0,1977,12,December,31,Saturday,6.5,7000000.0,0.5833333333333334,0.0
154,The Business of Fancy Dancing,174682.0,174682.0,,200000.0,2002-05-10,Not Rated,,Outrider Pictures,Original Screenplay,Drama,Contemporary Fiction,,,7.0,355.0,2002,5,May,10,Friday,,-25318.0,-0.12659,0.0
155,Caddyshack,39846344.0,39846344.0,,6000000.0,1980-07-25,,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Harold Ramis,75.0,7.3,35436.0,1980,7,July,25,Friday,7.5,33846344.0,5.641057333333333,0.0
156,Cape Fear,79091969.0,182291969.0,,35000000.0,1991-11-15,R,,Universal,Remake,Thriller/Suspense,Contemporary Fiction,Martin Scorsese,76.0,7.3,47196.0,1991,11,November,15,Friday,7.6,147291969.0,4.208341971428571,103200000.0
157,Clear and Present Danger,122012656.0,207500000.0,,62000000.0,1994-08-03,PG-13,,Paramount Pictures,Based on Book/Short Story,Action,Contemporary Fiction,Phillip Noyce,78.0,6.8,29612.0,1994,8,August,3,Wednesday,7.8,145500000.0,2.346774193548387,85487344.0
158,Carrie,25878153.0,25878153.0,,1800000.0,1976-11-16,,,MGM,Based on Book/Short Story,Horror,Contemporary Fiction,Brian De Palma,90.0,7.4,38767.0,1976,11,November,16,Tuesday,9.0,24078153.0,13.376751666666667,0.0
159,Casino Royale,22744718.0,41744718.0,,12000000.0,1967-04-28,,,Sony Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,John Huston,30.0,8.0,172936.0,1967,4,April,28,Friday,3.0,29744718.0,2.4787265,19000000.0
160,Camping Sauvage,3479302.0,3479302.0,,4600000.0,2004-07-16,Not Rated,,Alliance,Original Screenplay,Comedy,Contemporary Fiction,,,6.0,378.0,2004,7,July,16,Friday,,-1120698.0,-0.24363,0.0
161,The Cotton Club,25928721.0,25928721.0,,48000000.0,1984-12-14,,,Orion Pictures,Original Screenplay,Drama,Historical Fiction,Francis Ford Coppola,74.0,6.3,6940.0,1984,12,December,14,Friday,7.4,-22071279.0,-0.4598183125,0.0
162,Crop Circles: Quest for Truth,0.0,0.0,,600000.0,2002-08-23,,,,,,,,60.0,7.1,153.0,2002,8,August,23,Friday,6.0,-600000.0,-1.0,0.0
163,Close Encounters of the Third Kind,166000000.0,337700000.0,,20000000.0,1977-11-16,,,Sony Pictures,Original Screenplay,Adventure,Science Fiction,Steven Spielberg,95.0,7.8,59049.0,1977,11,November,16,Wednesday,9.5,317700000.0,15.885,171700000.0
164,The Cable Guy,60240295.0,102825796.0,,47000000.0,1996-06-14,PG-13,95.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Ben Stiller,52.0,5.8,51109.0,1996,6,June,14,Friday,5.2,55825796.0,1.1877828936170214,42585501.0
165,Chocolate: Deep Dark Secrets,49000.0,1549000.0,,1000000.0,2005-09-16,Not Rated,,Eros Entertainment,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,4.6,527.0,2005,9,September,16,Friday,,549000.0,0.549,1500000.0
166,Child's Play,33244684.0,44196684.0,,9000000.0,1988-11-09,,,United Artists,Original Screenplay,Horror,Fantasy,,70.0,6.3,16165.0,1988,11,November,9,Wednesday,7.0,35196684.0,3.9107426666666667,10952000.0
167,Child's Play 2,26904572.0,34166572.0,,13000000.0,1990-11-09,,,Universal,Original Screenplay,Horror,Fantasy,,38.0,5.1,8666.0,1990,11,November,9,Friday,3.8,21166572.0,1.6281978461538462,7262000.0
168,Chain Reaction,21226204.0,60209334.0,,55000000.0,1996-08-02,PG-13,106.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Andrew Davis,13.0,5.2,15817.0,1996,8,August,2,Friday,1.3,5209334.0,0.09471516363636363,38983130.0
169,Charly,814666.0,814666.0,,950000.0,2002-09-27,PG,,Excel Entertainment,Based on Book/Short Story,Drama,Contemporary Fiction,,,5.8,60.0,2002,9,September,27,Friday,,-135334.0,-0.14245684210526316,0.0
170,Chariots of Fire,57159946.0,57159946.0,,5500000.0,1981-09-25,,,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Hugh Hudson,86.0,7.3,16138.0,1981,9,September,25,Friday,8.6,51659946.0,9.392717454545455,0.0
171,A Christmas Story,19294144.0,19294144.0,,3250000.0,1983-11-18,PG,,MGM,Based on Book/Short Story,Comedy,Historical Fiction,,88.0,8.0,51757.0,1983,11,November,18,Friday,8.8,16044144.0,4.936659692307693,0.0
172,Cat on a Hot Tin Roof,17570324.0,17570324.0,,3000000.0,1958-09-20,,,MGM,Based on Play,Drama,Contemporary Fiction,Richard Brooks,100.0,8.0,14540.0,1958,9,September,20,Saturday,10.0,14570324.0,4.8567746666666665,0.0
173,C.H.U.D.,4700000.0,4700000.0,,1250000.0,1984-08-31,,,New World,Original Screenplay,Horror,Fantasy,,,5.0,2806.0,1984,8,August,31,Friday,,3450000.0,2.76,0.0
174,"Charge of the Light Brigade, The",0.0,0.0,,1200000.0,2036-10-20,,,Warner Bros.,Based on Real Life Events,Action,Dramatization,Michael Curtiz,,,,1936,10,October,20,Monday,,-1200000.0,-1.0,0.0
175,Crooklyn,13024170.0,13024170.0,,14000000.0,1994-05-13,PG-13,,Universal,Original Screenplay,Comedy,Historical Fiction,Spike Lee,75.0,6.5,3137.0,1994,5,May,13,Friday,7.5,-975830.0,-0.06970214285714285,0.0
176,Festen,1647780.0,1647780.0,,1300000.0,1998-10-09,R,,October Films,Original Screenplay,Comedy,Contemporary Fiction,Thomas Vinterberg,,8.1,26607.0,1998,10,October,9,Friday,,347780.0,0.2675230769230769,0.0
177,Cleopatra,48000000.0,62000000.0,,36000000.0,1963-06-12,,,20th Century Fox,Based on Real Life Events,Drama,Dramatization,,40.0,6.8,7870.0,1963,6,June,12,Wednesday,4.0,26000000.0,0.7222222222222222,14000000.0
178,Cliffhanger,84049211.0,255000000.0,,65000000.0,1993-05-28,,,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Renny Harlin,82.0,6.2,34447.0,1993,5,May,28,Friday,8.2,190000000.0,2.923076923076923,170950789.0
179,The Californians,4134.0,4134.0,,500000.0,2005-10-21,PG,,Fabrication Films,Original Screenplay,Drama,Contemporary Fiction,,,5.1,226.0,2005,10,October,21,Friday,,-495866.0,-0.991732,0.0
180,The Client,92115211.0,117615211.0,,45000000.0,1994-07-20,PG-13,,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Joel Schumacher,80.0,6.5,19299.0,1994,7,July,20,Wednesday,8.0,72615211.0,1.6136713555555555,25500000.0
181,The Calling,32092.0,32092.0,,160000.0,2002-03-01,PG,,Testimony Pictures,Original Screenplay,Drama,Contemporary Fiction,Michael C. Brown,,3.4,1113.0,2002,3,March,1,Friday,,-127908.0,-0.799425,0.0
182,Clueless,56598476.0,56598476.0,,13700000.0,1995-07-01,PG-13,,Paramount Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Amy Heckerling,83.0,6.7,39055.0,1995,7,July,1,Saturday,8.3,42898476.0,3.131275620437956,0.0
183,The Color Purple,93589701.0,93589701.0,,15000000.0,1985-12-18,,,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Steven Spielberg,88.0,7.7,26962.0,1985,12,December,18,Wednesday,8.8,78589701.0,5.2393134,0.0
184,Clerks,3073428.0,3073428.0,,27000.0,1994-10-19,R,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Kevin Smith,88.0,7.9,89991.0,1994,10,October,19,Wednesday,8.8,3046428.0,112.83066666666667,0.0
185,Central do Brasil,5969553.0,17006158.0,,2900000.0,1998-11-20,R,,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,Walter Salles,,8.0,17343.0,1998,11,November,20,Friday,,14106158.0,4.864192413793104,11036605.0
186,Clash of the Titans,30000000.0,30000000.0,,15000000.0,1981-06-12,,108.0,MGM,Traditional/Legend/Fairytale,Adventure,Fantasy,,65.0,5.9,45773.0,1981,6,June,12,Friday,6.5,15000000.0,1.0,0.0
187,Clockwatchers,444354.0,444354.0,,2000000.0,1998-05-15,PG-13,,Artistic License,,,,,,5.9,3171.0,1998,5,May,15,Friday,,-1555646.0,-0.777823,0.0
188,Commando,35073978.0,35073978.0,,10000000.0,1985-10-04,,,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,,71.0,4.5,49.0,1985,10,October,4,Friday,7.1,25073978.0,2.5073978,0.0
189,The Color of Money,52293000.0,52293000.0,,10000000.0,1986-10-17,,,Walt Disney Pictures,,Drama,Contemporary Fiction,Martin Scorsese,91.0,6.9,25824.0,1986,10,October,17,Friday,9.1,42293000.0,4.2293,0.0
190,Cinderella,85000000.0,85000000.0,,2900000.0,1950-02-15,,,Walt Disney Pictures,Traditional/Legend/Fairytale,Drama,Fantasy,,92.0,5.1,373.0,1950,2,February,15,Wednesday,9.2,82100000.0,28.310344827586206,0.0
191,Congo,81022333.0,152022333.0,,50000000.0,1995-06-09,PG-13,,Paramount Pictures,Based on Book/Short Story,Adventure,Contemporary Fiction,Frank Marshall,21.0,4.6,17954.0,1995,6,June,9,Friday,2.1,102022333.0,2.04044666,71000000.0
192,Conan the Barbarian,38264085.0,38264085.0,,20000000.0,1982-05-14,,,Universal,Based on Book/Short Story,Action,Fantasy,John Milius,76.0,6.8,38886.0,1982,5,May,14,Friday,7.6,18264085.0,0.91320425,0.0
193,Conan the Destroyer,26400000.0,26400000.0,,18000000.0,1984-06-29,,,Universal,Based on Book/Short Story,Action,Fantasy,Richard Fleischer,29.0,5.4,20368.0,1984,6,June,29,Friday,2.9,8400000.0,0.4666666666666667,0.0
194,Class of 1984,6965361.0,6965361.0,,3250000.0,1982-08-20,,,United Film Distribution Co.,Original Screenplay,Drama,Contemporary Fiction,,,6.3,2945.0,1982,8,August,20,Friday,,3715361.0,1.143188,0.0
195,The Clan of the Cave Bear,1953732.0,1953732.0,,15000000.0,1986-01-17,,,Warner Bros.,Based on Book/Short Story,Adventure,Historical Fiction,,13.0,4.9,2763.0,1986,1,January,17,Friday,1.3,-13046268.0,-0.8697512,0.0
196,The Case of the Grinning Cat,7033.0,7033.0,,200000.0,2006-07-21,Not Rated,,First Run/Icarus,Based on Real Life Events,Documentary,Factual,,,,,2006,7,July,21,Friday,,-192967.0,-0.964835,0.0
197,Bacheha-Ye aseman,925402.0,925402.0,,180000.0,1999-01-22,PG,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,,,8.0,6657.0,1999,1,January,22,Friday,,745402.0,4.141122222222222,0.0
198,Coming Home,32653000.0,32653000.0,,3000000.0,1977-12-31,,,,,,,Hal Ashby,81.0,7.3,4410.0,1977,12,December,31,Saturday,8.1,29653000.0,9.884333333333334,0.0
199,Nanjing! Nanjing!,0.0,20000000.0,,12000000.0,2009-11-17,R,,National Geographic Entertainment,,,,,,7.6,1725.0,2009,11,November,17,Tuesday,,8000000.0,0.6666666666666666,20000000.0
200,Cool Runnings,68856263.0,155056263.0,,14000000.0,1993-10-01,,,Walt Disney Pictures,Based on Real Life Events,Comedy,Contemporary Fiction,Jon Turteltaub,73.0,6.5,24533.0,1993,10,October,1,Friday,7.3,141056263.0,10.075447357142858,86200000.0
201,Conquest of the Planet of the Apes,9700000.0,9700000.0,,1700000.0,1971-12-31,,,,,,,Jack Lee Thompson,44.0,5.8,6188.0,1971,12,December,31,Friday,4.4,8000000.0,4.705882352941177,0.0
202,Cure,94596.0,94596.0,,10000.0,2001-07-06,Not Rated,,,,,,,,7.4,2724.0,2001,7,July,6,Friday,,84596.0,8.4596,0.0
203,Crocodile Dundee,174803506.0,328000000.0,,5000000.0,1986-09-26,,,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,88.0,6.5,27277.0,1986,9,September,26,Friday,8.8,323000000.0,64.6,153196494.0
204,Dayereh,673780.0,673780.0,,10000.0,2001-03-09,Not Rated,,WinStar Cinema,Original Screenplay,Drama,Contemporary Fiction,,,7.3,1851.0,2001,3,March,9,Friday,,663780.0,66.378,0.0
205,Karakter,713413.0,713413.0,,4500000.0,1998-03-27,R,,Sony Pictures Classics,Based on Book/Short Story,Drama,Historical Fiction,,,7.8,5531.0,1998,3,March,27,Friday,,-3786587.0,-0.8414637777777778,0.0
206,Creepshow,20036244.0,20036244.0,,8000000.0,1982-11-10,,,Warner Bros.,Based on Book/Short Story,Horror,Fantasy,George A. Romero,67.0,6.5,12530.0,1982,11,November,10,Wednesday,6.7,12036244.0,1.5045305,0.0
207,Creepshow 2,14000000.0,14000000.0,,3500000.0,1987-05-01,,,New World,Based on Book/Short Story,Horror,Fantasy,,26.0,5.4,5910.0,1987,5,May,1,Friday,2.6,10500000.0,3.0,0.0
208,The Crying Game,62546695.0,62546695.0,,4000000.0,1992-11-25,R,,Miramax,Original Screenplay,Drama,Contemporary Fiction,Neil Jordan,100.0,7.3,21195.0,1992,11,November,25,Wednesday,10.0,58546695.0,14.63667375,0.0
209,Crimson Tide,91387195.0,159387195.0,,55000000.0,1995-05-12,R,,Walt Disney Pictures,Original Screenplay,Action,Contemporary Fiction,Tony Scott,86.0,7.2,33354.0,1995,5,May,12,Friday,8.6,104387195.0,1.897949,68000000.0
210,Caravans,1000000.0,1000000.0,,14000000.0,1977-12-31,,,Universal,Based on Book/Short Story,Adventure,Historical Fiction,,,5.8,173.0,1977,12,December,31,Saturday,,-13000000.0,-0.9285714285714286,0.0
211,Crying With Laughter,0.0,0.0,,820000.0,2009-12-31,,,,,,,,,,,2009,12,December,31,Thursday,,-820000.0,-1.0,0.0
212,Fengkuang de Shitou,0.0,3000000.0,,500000.0,2006-06-30,,,,Original Screenplay,Black Comedy,Contemporary Fiction,,,7.6,1209.0,2006,6,June,30,Friday,,2500000.0,5.0,3000000.0
213,Casablanca,10462500.0,10462500.0,,950000.0,1941-12-31,,,Warner Bros.,Based on Play,Drama,Historical Fiction,Michael Curtiz,97.0,8.8,167939.0,1941,12,December,31,Wednesday,9.7,9512500.0,10.013157894736842,0.0
214,Casino,42438300.0,110400000.0,,52000000.0,1995-11-22,R,,Universal,Based on Book/Short Story,Drama,Historical Fiction,Martin Scorsese,81.0,8.1,108634.0,1995,11,November,22,Wednesday,8.1,58400000.0,1.123076923076923,67961700.0
215,Casper,100328194.0,282300000.0,,55000000.0,1995-05-26,PG,,Universal,Based on TV,Comedy,Fantasy,Brad Silberling,41.0,5.7,26121.0,1995,5,May,26,Friday,4.1,227300000.0,4.132727272727273,181971806.0
216,Can't Stop the Music,2000000.0,2000000.0,,20000000.0,1979-12-31,,,,Original Screenplay,Musical,Contemporary Fiction,,,3.5,2146.0,1979,12,December,31,Monday,,-18000000.0,-0.9,0.0
217,Catch-22,24911670.0,24911670.0,,18000000.0,1970-06-24,,,Paramount Pictures,Based on Book/Short Story,Comedy,Historical Fiction,Mike Nichols,87.0,7.1,9671.0,1970,6,June,24,Wednesday,8.7,6911670.0,0.38398166666666667,0.0
218,City Hall,20278055.0,20278055.0,,40000000.0,1996-02-16,R,111.0,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Harold Becker,55.0,6.1,9908.0,1996,2,February,16,Friday,5.5,-19721945.0,-0.493048625,0.0
219,Cutthroat Island,10017322.0,10017322.0,,92000000.0,1995-12-22,PG-13,,MGM,Original Screenplay,Adventure,Historical Fiction,Renny Harlin,45.0,5.3,10346.0,1995,12,December,22,Friday,4.5,-81982678.0,-0.8911160652173913,0.0
220,La femme de chambre du Titanic,244465.0,244465.0,,10000000.0,1998-08-14,,,MGM,Based on Book/Short Story,Drama,Historical Fiction,,,6.8,822.0,1998,8,August,14,Friday,,-9755535.0,-0.9755535,0.0
221,Cat People,4000000.0,8000000.0,,134000.0,2042-11-16,,,RKO Radio Pictures,Original Screenplay,Drama,Fantasy,,91.0,5.9,6791.0,1942,11,November,16,Sunday,9.1,7866000.0,58.701492537313435,4000000.0
222,Courage Under Fire,59003384.0,100833145.0,,46000000.0,1996-07-12,R,115.0,20th Century Fox,Original Screenplay,Drama,Historical Fiction,Edward Zwick,85.0,6.6,19682.0,1996,7,July,12,Friday,8.5,54833145.0,1.1920248913043479,41829761.0
223,C'era una volta il West,5321508.0,5321508.0,,5000000.0,1969-05-28,PG-13,,Paramount Pictures,Original Screenplay,Western,Historical Fiction,Sergio Leone,,8.8,74184.0,1969,5,May,28,Wednesday,,321508.0,0.0643016,0.0
224,The Conversation,4420000.0,4420000.0,,1600000.0,1974-04-07,,,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Francis Ford Coppola,98.0,8.1,33005.0,1974,4,April,7,Sunday,9.8,2820000.0,1.7625,0.0
225,Cavite,70071.0,71644.0,,7000.0,2006-05-26,Not Rated,,Truly Indie,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,6.0,487.0,2006,5,May,26,Friday,,64644.0,9.234857142857143,1573.0
226,Copycat,32051917.0,32051917.0,,20000000.0,1995-10-27,R,,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Jon Amiel,75.0,6.5,17182.0,1995,10,October,27,Friday,7.5,12051917.0,0.60259585,0.0
